Date,HPI,Treatment,Target,Name,Sample,Biorep,Baseline,MNE_fc
20250904,0,wfgD,NHL10,0hpi-wfgD,18,1,Mock,0.266694876
20250904,0,wfgD,PAD3,0hpi-wfgD,18,1,Mock,11.56052344
20250904,2,Mock,NHL10,2hpi-Mock,19,1,Mock,1
20250904,2,Mock,PAD3,2hpi-Mock,19,1,Mock,1
20250904,2,OBC,NHL10,2hpi-OBC,33,1,Mock,16.91195129
20250904,2,OBC,PAD3,2hpi-OBC,33,1,Mock,13.53416469
20250904,2,WT,NHL10,2hpi-WT,2,1,Mock,1.362667599
20250904,2,WT,PAD3,2hpi-WT,2,1,Mock,1.54267988
20250904,2,rmlC,NHL10,2hpi-rmlC,34,1,Mock,6.303368517
20250904,2,rmlC,PAD3,2hpi-rmlC,34,1,Mock,2.577744423
20250904,2,tagG,NHL10,2hpi-tagG,20,1,Mock,23.77629132
20250904,2,tagG,PAD3,2hpi-tagG,20,1,Mock,0.317829689
20250904,2,wfgD,NHL10,2hpi-wfgD,21,1,Mock,7.681352324
20250904,2,wfgD,PAD3,2hpi-wfgD,21,1,Mock,1.113438484
20250904,6,Mock,NHL10,6hpi-Mock,3,1,Mock,1
20250904,6,Mock,PAD3,6hpi-Mock,3,1,Mock,1
20250904,6,OBC,NHL10,6hpi-OBC,5,1,Mock,0.247694538
