DATE,METHOD,OD,STRAIN,GENOTYPE,TIME,ABS,LUX
20250607,Overnight,0.2,rmlC-FS,Single,8.50,0.59505,1188
20250607,Overnight,0.2,rmlC-FS,Single,8.75,0.604925,1205.75
20250607,Overnight,0.2,rmlC-FS,Single,9.00,0.6155,1130.25
20250607,Overnight,0.2,rmlC-FS,Single,9.25,0.6216,1141.75
20250607,Overnight,0.2,rmlC-FS,Single,9.50,0.626175,1132.75
20250607,Overnight,0.2,rmlC-FS,Single,9.75,0.635025,1147
20250607,Overnight,0.2,rmlC-FS,Single,10.00,0.6379,1090.5
20250607,Overnight,0.2,rmlC-FS,Single,10.25,0.64075,1085.75
20250607,Overnight,0.2,rmlC-FS,Single,10.50,0.64485,1046.75
20250607,Overnight,0.2,rmlC-FS,Single,10.75,0.6468,1022.5
20250607,Overnight,0.2,rmlC-FS,Single,11.00,0.64875,978.25
20250607,Overnight,0.2,rmlC-FS,Single,11.25,0.651575,1025.5
20250607,Overnight,0.2,rmlC-FS,Single,11.50,0.65225,1026
20250607,Overnight,0.2,rmlC-FS,Single,11.75,0.655825,944.75
20250607,Overnight,0.2,rmlC-FS,Single,12.00,0.6561,965.25
20250607,Overnight,0.2,rmlC-FS,Single,12.25,0.657675,975
20250607,Overnight,0.2,rmlC-FS,Single,12.50,0.66085,926
20250607,Overnight,0.2,rmlC-FS,Single,12.75,0.66125,917.75
20250607,Overnight,0.2,rmlC-FS,Single,13.00,0.666875,879.75
20250607,Overnight,0.2,rmlC-FS,Single,13.25,0.66835,894.75
20250607,Overnight,0.2,rmlC-FS,Single,13.50,0.67425,868
20250607,Overnight,0.2,rmlC-FS,Single,13.75,0.67445,813.5
20250607,Overnight,0.2,rmlC-FS,Single,14.00,0.680575,855.25
20250607,Overnight,0.2,rmlC-FS,Single,14.25,0.686025,801.25
20250607,Overnight,0.2,rmlC-FS,Single,14.50,0.689075,798.5
20250607,Overnight,0.2,rmlC-FS,Single,14.75,0.69035,782.75
20250607,Overnight,0.2,rmlC-FS,Single,15.00,0.693025,717.5
20250607,Overnight,0.2,rmlC-FS,Single,15.25,0.693775,752.5
20250607,Overnight,0.2,rmlC-FS,Single,15.50,0.700075,723.25
20250607,Overnight,0.2,rmlC-FS,Single,15.75,0.7066,654.25
20250607,Overnight,0.2,rmlC-FS,Single,16.00,0.710425,667.25
20250607,Overnight,0.2,rmlC-FS,Single,16.25,0.717175,617
20250607,Overnight,0.2,rmlC-FS,Single,16.50,0.723375,598.75
20250607,Overnight,0.2,rmlC-FS,Single,16.75,0.724825,558.25
20250607,Overnight,0.2,rmlC-FS,Single,17.00,0.733475,545.5
20250607,Overnight,0.2,rmlC-FS,Single,17.25,0.73365,556.75
20250607,Overnight,0.2,rmlC-FS,Single,17.50,0.7428,535.5
20250607,Overnight,0.2,rmlC-FS,Single,17.75,0.7449,504.5
20250607,Overnight,0.2,rmlC-FS,Single,18.00,0.756175,474.25
20250607,Overnight,0.2,rmlC-FS,Single,18.25,0.762975,491.75
20250607,Overnight,0.2,rmlC-FS,Single,18.50,0.77345,477.25
20250607,Overnight,0.2,rmlC-FS,Single,18.75,0.782,462.75
20250607,Overnight,0.2,rmlC-FS,Single,19.00,0.78825,446.25
20250607,Overnight,0.2,rmlC-FS,Single,19.25,0.803,438
20250607,Overnight,0.2,rmlC-FS,Single,19.50,0.81205,440
20250607,Overnight,0.2,rmlC-FS,Single,19.75,0.827575,434.75
20250607,Overnight,0.2,rmlC-FS,Single,20.00,0.8362,416.75
20250607,Overnight,0.2,rmlC-FS,Single,20.25,0.844525,431.75
20250607,Overnight,0.2,rmlC-FS,Single,20.50,0.857525,412.75
20250607,Overnight,0.2,rmlC-FS,Single,20.75,0.86905,398
20250607,Overnight,0.2,rmlC-FS,Single,21.00,0.881375,379.5
20250607,Overnight,0.2,rmlC-FS,Single,21.25,0.89525,391.5
20250607,Overnight,0.2,rmlC-FS,Single,21.50,0.91395,396
20250607,Overnight,0.2,rmlC-FS,Single,21.75,0.92085,391
20250607,Overnight,0.2,rmlC-FS,Single,22.00,0.92885,350
20250607,Overnight,0.2,rmlC-FS,Single,22.25,0.946975,380
20250607,Overnight,0.2,rmlC-FS,Single,22.50,0.960025,365.25
20250607,Overnight,0.2,rmlC-FS,Single,22.75,0.9736,383.25
20250607,Overnight,0.2,rmlC-FS,Single,23.00,0.985475,357.5
20250607,Overnight,0.2,rmlC-FS,Single,23.25,1.001225,347.75
20250607,Overnight,0.2,rmlC-FS,Single,23.50,1.014425,351
20250607,Overnight,0.2,rmlC-FS,Single,23.75,1.0288,347.5
20250607,Overnight,0.2,rmlC-FS,Single,24.00,1.041375,334.5
20250607,Overnight,0.2,epsE,Single,0.00,0,0
20250607,Overnight,0.2,epsE,Single,0.25,0,19
20250607,Overnight,0.2,epsE,Single,0.50,5E-05,48.75
20250607,Overnight,0.2,epsE,Single,0.75,0.004525,72.75
20250607,Overnight,0.2,epsE,Single,1.00,0.014,85.75
20250607,Overnight,0.2,epsE,Single,1.25,0.02855,134.5
20250607,Overnight,0.2,epsE,Single,1.50,0.043,154.5
20250607,Overnight,0.2,epsE,Single,1.75,0.0516,203.5
20250607,Overnight,0.2,epsE,Single,2.00,0.0647,241
20250607,Overnight,0.2,epsE,Single,2.25,0.07785,306.75
20250607,Overnight,0.2,epsE,Single,2.50,0.089125,389.75
20250607,Overnight,0.2,epsE,Single,2.75,0.0976,467.5
20250607,Overnight,0.2,epsE,Single,3.00,0.1081,531
20250607,Overnight,0.2,epsE,Single,3.25,0.11615,609.75
20250607,Overnight,0.2,epsE,Single,3.50,0.1204,682.25
20250607,Overnight,0.2,epsE,Single,3.75,0.12825,748.25
20250607,Overnight,0.2,epsE,Single,4.00,0.122925,849.25
20250607,Overnight,0.2,epsE,Single,4.25,0.123575,918.5
20250607,Overnight,0.2,epsE,Single,4.50,0.123525,1005
20250607,Overnight,0.2,epsE,Single,4.75,0.128325,1026
20250607,Overnight,0.2,epsE,Single,5.00,0.129225,1001.75
20250607,Overnight,0.2,epsE,Single,5.25,0.13765,1013.5
20250607,Overnight,0.2,epsE,Single,5.50,0.1401,990
20250607,Overnight,0.2,epsE,Single,5.75,0.141725,978.25
20250607,Overnight,0.2,epsE,Single,6.00,0.146875,938.75
20250607,Overnight,0.2,epsE,Single,6.25,0.15035,912.25
20250607,Overnight,0.2,epsE,Single,6.50,0.153075,928.25
20250607,Overnight,0.2,epsE,Single,6.75,0.156125,872.75
20250607,Overnight,0.2,epsE,Single,7.00,0.159175,913.25
20250607,Overnight,0.2,epsE,Single,7.25,0.163325,922.5
20250607,Overnight,0.2,epsE,Single,7.50,0.1664,904.5
20250607,Overnight,0.2,epsE,Single,7.75,0.170175,903.75
20250607,Overnight,0.2,epsE,Single,8.00,0.17405,883.25
20250607,Overnight,0.2,epsE,Single,8.25,0.177325,883.25
20250607,Overnight,0.2,epsE,Single,8.50,0.18175,868.5
20250607,Overnight,0.2,epsE,Single,8.75,0.184475,871.5
20250607,Overnight,0.2,epsE,Single,9.00,0.188675,888.75
20250607,Overnight,0.2,epsE,Single,9.25,0.1916,911.25
20250607,Overnight,0.2,epsE,Single,9.50,0.194925,853
20250607,Overnight,0.2,epsE,Single,9.75,0.197975,896
20250607,Overnight,0.2,epsE,Single,10.00,0.2011,891
20250607,Overnight,0.2,epsE,Single,10.25,0.204875,842
20250607,Overnight,0.2,epsE,Single,10.50,0.2088,842.5
20250607,Overnight,0.2,epsE,Single,10.75,0.212125,855.25
20250607,Overnight,0.2,epsE,Single,11.00,0.2151,832.75
20250607,Overnight,0.2,epsE,Single,11.25,0.21895,827.75
20250607,Overnight,0.2,epsE,Single,11.50,0.221875,852.75
20250607,Overnight,0.2,epsE,Single,11.75,0.22575,854.75
20250607,Overnight,0.2,epsE,Single,12.00,0.2295,813.25
20250607,Overnight,0.2,epsE,Single,12.25,0.233625,828.75
20250607,Overnight,0.2,epsE,Single,12.50,0.236975,838.75
20250607,Overnight,0.2,epsE,Single,12.75,0.242475,844.75
20250607,Overnight,0.2,epsE,Single,13.00,0.251775,862.25
20250607,Overnight,0.2,epsE,Single,13.25,0.26455,856.5
20250607,Overnight,0.2,epsE,Single,13.50,0.28615,865.75
20250607,Overnight,0.2,epsE,Single,13.75,0.3075,882.5
20250607,Overnight,0.2,epsE,Single,14.00,0.3323,920.5
20250607,Overnight,0.2,epsE,Single,14.25,0.359275,898.5
20250607,Overnight,0.2,epsE,Single,14.50,0.38535,919.25
20250607,Overnight,0.2,epsE,Single,14.75,0.408,931.25
20250607,Overnight,0.2,epsE,Single,15.00,0.42835,931.25
20250607,Overnight,0.2,epsE,Single,15.25,0.44485,942
20250607,Overnight,0.2,epsE,Single,15.50,0.46395,967.75
20250607,Overnight,0.2,epsE,Single,15.75,0.4827,970.75
20250607,Overnight,0.2,epsE,Single,16.00,0.500475,981.5
20250607,Overnight,0.2,epsE,Single,16.25,0.514825,960
20250607,Overnight,0.2,epsE,Single,16.50,0.533925,953.25
20250607,Overnight,0.2,epsE,Single,16.75,0.5547,980
20250607,Overnight,0.2,epsE,Single,17.00,0.5756,988
20250607,Overnight,0.2,epsE,Single,17.25,0.596825,983.25
20250607,Overnight,0.2,epsE,Single,17.50,0.619125,971.75
20250607,Overnight,0.2,epsE,Single,17.75,0.64005,998.25
20250607,Overnight,0.2,epsE,Single,18.00,0.663425,994
20250607,Overnight,0.2,epsE,Single,18.25,0.686025,1018
20250607,Overnight,0.2,epsE,Single,18.50,0.707325,1048.75
20250607,Overnight,0.2,epsE,Single,18.75,0.728075,1088
20250607,Overnight,0.2,epsE,Single,19.00,0.75095,1045.25
20250607,Overnight,0.2,epsE,Single,19.25,0.7744,1092.5
20250607,Overnight,0.2,epsE,Single,19.50,0.798875,1109.25
20250607,Overnight,0.2,epsE,Single,19.75,0.825825,1093.25
20250607,Overnight,0.2,epsE,Single,20.00,0.85595,1073.5
20250607,Overnight,0.2,epsE,Single,20.25,0.883425,1080.5
20250607,Overnight,0.2,epsE,Single,20.50,0.9233,1048.75
20250607,Overnight,0.2,epsE,Single,20.75,0.94165,1034.75
20250607,Overnight,0.2,epsE,Single,21.00,0.9687,1025.75
20250607,Overnight,0.2,epsE,Single,21.25,0.993275,988
20250607,Overnight,0.2,epsE,Single,21.50,1.044475,993.5
20250607,Overnight,0.2,epsE,Single,21.75,1.10905,947.75
20250607,Overnight,0.2,epsE,Single,22.00,1.121025,971.5
20250607,Overnight,0.2,epsE,Single,22.25,1.13525,901
20250607,Overnight,0.2,epsE,Single,22.50,1.152825,870.5
20250607,Overnight,0.2,epsE,Single,22.75,1.1592,939.75
20250607,Overnight,0.2,epsE,Single,23.00,1.1644,863
20250607,Overnight,0.2,epsE,Single,23.25,1.171475,844
20250607,Overnight,0.2,epsE,Single,23.50,1.18,823.5
20250607,Overnight,0.2,epsE,Single,23.75,1.18695,795.75
20250607,Overnight,0.2,epsE,Single,24.00,1.193675,795
20250607,Overnight,0.2,rmlC,Single,0.00,0,0
20250607,Overnight,0.2,rmlC,Single,0.25,0,23.25
20250607,Overnight,0.2,rmlC,Single,0.50,0,44.5
20250607,Overnight,0.2,rmlC,Single,0.75,0,93
20250607,Overnight,0.2,rmlC,Single,1.00,0.0054,116.5
20250607,Overnight,0.2,rmlC,Single,1.25,0.01725,152.25
20250607,Overnight,0.2,rmlC,Single,1.50,0.0258,198
20250607,Overnight,0.2,rmlC,Single,1.75,0.038925,268
20250607,Overnight,0.2,rmlC,Single,2.00,0.051475,310
20250607,Overnight,0.2,rmlC,Single,2.25,0.064725,413
20250607,Overnight,0.2,rmlC,Single,2.50,0.078175,477.75
20250607,Overnight,0.2,rmlC,Single,2.75,0.09515,554.75
20250607,Overnight,0.2,rmlC,Single,3.00,0.113325,643.5
20250607,Overnight,0.2,rmlC,Single,3.25,0.13315,750.75
20250607,Overnight,0.2,rmlC,Single,3.50,0.15295,841.25
20250607,Overnight,0.2,rmlC,Single,3.75,0.1749,915
20250607,Overnight,0.2,rmlC,Single,4.00,0.195925,1033
20250607,Overnight,0.2,rmlC,Single,4.25,0.22015,1165.75
20250607,Overnight,0.2,rmlC,Single,4.50,0.24735,1249.75
20250607,Overnight,0.2,rmlC,Single,4.75,0.273275,1356.25
20250607,Overnight,0.2,rmlC,Single,5.00,0.2967,1365.5
20250607,Overnight,0.2,rmlC,Single,5.25,0.322425,1389.25
20250607,Overnight,0.2,rmlC,Single,5.50,0.34885,1388.5
20250607,Overnight,0.2,rmlC,Single,5.75,0.36765,1388.75
20250607,Overnight,0.2,rmlC,Single,6.00,0.3894,1366.5
20250607,Overnight,0.2,rmlC,Single,6.25,0.4061,1382
20250607,Overnight,0.2,rmlC,Single,6.50,0.422475,1345.5
20250607,Overnight,0.2,rmlC,Single,6.75,0.43955,1363.25
20250607,Overnight,0.2,rmlC,Single,7.00,0.4544,1332.5
20250607,Overnight,0.2,rmlC,Single,7.25,0.466925,1336
20250607,Overnight,0.2,rmlC,Single,7.50,0.482325,1318.75
20250607,Overnight,0.2,rmlC,Single,7.75,0.49685,1366.75
20250607,Overnight,0.2,rmlC,Single,8.00,0.51115,1358.75
20250607,Overnight,0.2,rmlC,Single,8.25,0.5227,1319.5
20250607,Overnight,0.2,rmlC,Single,8.50,0.5352,1339.25
20250607,Overnight,0.2,rmlC,Single,8.75,0.545925,1364.5
20250607,Overnight,0.2,rmlC,Single,9.00,0.552125,1315.25
20250607,Overnight,0.2,rmlC,Single,9.25,0.560675,1340.5
20250607,Overnight,0.2,rmlC,Single,9.50,0.564375,1331
20250607,Overnight,0.2,rmlC,Single,9.75,0.5701,1342
20250607,Overnight,0.2,rmlC,Single,10.00,0.573375,1332
20250607,Overnight,0.2,rmlC,Single,10.25,0.581275,1215.75
20250607,Overnight,0.2,rmlC,Single,10.50,0.5853,1250.75
20250607,Overnight,0.2,rmlC,Single,10.75,0.59205,1241.25
20250607,Overnight,0.2,rmlC,Single,11.00,0.59595,1233.75
20250607,Overnight,0.2,rmlC,Single,11.25,0.6038,1250.5
20250607,Overnight,0.2,rmlC,Single,11.50,0.606625,1249.5
20250607,Overnight,0.2,rmlC,Single,11.75,0.6115,1218.75
20250607,Overnight,0.2,rmlC,Single,12.00,0.6137,1191.75
20250607,Overnight,0.2,rmlC,Single,12.25,0.6198,1231.25
20250607,Overnight,0.2,rmlC,Single,12.50,0.624775,1215.25
20250607,Overnight,0.2,rmlC,Single,12.75,0.6273,1197.5
20250607,Overnight,0.2,rmlC,Single,13.00,0.63105,1143.25
20250607,Overnight,0.2,rmlC,Single,13.25,0.6354,1153.25
20250607,Overnight,0.2,rmlC,Single,13.50,0.6397,1135.25
20250607,Overnight,0.2,rmlC,Single,13.75,0.64455,1125
20250607,Overnight,0.2,rmlC,Single,14.00,0.646675,1122.5
20250607,Overnight,0.2,rmlC,Single,14.25,0.650825,1089
20250607,Overnight,0.2,rmlC,Single,14.50,0.65405,1059
20250607,Overnight,0.2,rmlC,Single,14.75,0.658225,1041.75
20250607,Overnight,0.2,rmlC,Single,15.00,0.661075,1050
20250607,Overnight,0.2,rmlC,Single,15.25,0.668825,1020.5
20250607,Overnight,0.2,rmlC,Single,15.50,0.67565,983.75
20250607,Overnight,0.2,rmlC,Single,15.75,0.678575,964.25
20250607,Overnight,0.2,rmlC,Single,16.00,0.6827,959.75
20250607,Overnight,0.2,rmlC,Single,16.25,0.6885,924.5
20250607,Overnight,0.2,rmlC,Single,16.50,0.6932,882.25
20250607,Overnight,0.2,rmlC,Single,16.75,0.69545,879.5
20250607,Overnight,0.2,rmlC,Single,17.00,0.70185,852.5
20250607,Overnight,0.2,rmlC,Single,17.25,0.7086,854
20250607,Overnight,0.2,rmlC,Single,17.50,0.714025,818.75
20250607,Overnight,0.2,rmlC,Single,17.75,0.720575,791
20250607,Overnight,0.2,rmlC,Single,18.00,0.730825,779
20250607,Overnight,0.2,rmlC,Single,18.25,0.73815,793.5
20250607,Overnight,0.2,rmlC,Single,18.50,0.750925,768.75
20250607,Overnight,0.2,rmlC,Single,18.75,0.7617,776.25
20250607,Overnight,0.2,rmlC,Single,19.00,0.773725,762.5
20250607,Overnight,0.2,rmlC,Single,19.25,0.78345,735.75
20250607,Overnight,0.2,rmlC,Single,19.50,0.7963,736.75
20250607,Overnight,0.2,rmlC,Single,19.75,0.80725,736.75
20250607,Overnight,0.2,rmlC,Single,20.00,0.82025,739.25
20250607,Overnight,0.2,rmlC,Single,20.25,0.8301,730.25
20250607,Overnight,0.2,rmlC,Single,20.50,0.83755,729
20250607,Overnight,0.2,rmlC,Single,20.75,0.85045,703.75
20250607,Overnight,0.2,rmlC,Single,21.00,0.8618,688.5
20250607,Overnight,0.2,rmlC,Single,21.25,0.875125,686
20250607,Overnight,0.2,rmlC,Single,21.50,0.8835,666.25
20250607,Overnight,0.2,rmlC,Single,21.75,0.89925,655.75
20250607,Overnight,0.2,rmlC,Single,22.00,0.911525,656.25
20250607,Overnight,0.2,rmlC,Single,22.25,0.925,653.75
20250607,Overnight,0.2,rmlC,Single,22.50,0.939525,637.25
20250607,Overnight,0.2,rmlC,Single,22.75,0.951825,607.25
20250607,Overnight,0.2,rmlC,Single,23.00,0.971625,600.5
20250607,Overnight,0.2,rmlC,Single,23.25,0.984175,620.5
20250607,Overnight,0.2,rmlC,Single,23.50,1.0008,592.75
20250607,Overnight,0.2,rmlC,Single,23.75,1.014975,571.25
20250607,Overnight,0.2,rmlC,Single,24.00,1.036225,557
20250607,Overnight,0.2,spsA,Single,0.00,0,0
20250607,Overnight,0.2,spsA,Single,0.25,0.001775,17.5
20250607,Overnight,0.2,spsA,Single,0.50,0.0024,45.75
20250607,Overnight,0.2,spsA,Single,0.75,0.008075,84.75
20250607,Overnight,0.2,spsA,Single,1.00,0.0163,127.25
20250607,Overnight,0.2,spsA,Single,1.25,0.0302,165.75
20250607,Overnight,0.2,spsA,Single,1.50,0.04185,216.75
20250607,Overnight,0.2,spsA,Single,1.75,0.0594,257
20250607,Overnight,0.2,spsA,Single,2.00,0.078925,344.75
20250607,Overnight,0.2,spsA,Single,2.25,0.095,412.75
20250607,Overnight,0.2,spsA,Single,2.50,0.111175,514.25
20250607,Overnight,0.2,spsA,Single,2.75,0.129875,629.5
20250607,Overnight,0.2,spsA,Single,3.00,0.148325,719.25
20250607,Overnight,0.2,spsA,Single,3.25,0.172,799.25
20250607,Overnight,0.2,spsA,Single,3.50,0.19125,894
20250607,Overnight,0.2,spsA,Single,3.75,0.214125,952.25
20250607,Overnight,0.2,spsA,Single,4.00,0.2255,1106.75
20250607,Overnight,0.2,spsA,Single,4.25,0.234775,1213
20250607,Overnight,0.2,spsA,Single,4.50,0.245325,1348.25
20250607,Overnight,0.2,spsA,Single,4.75,0.255625,1394.5
20250607,Overnight,0.2,spsA,Single,5.00,0.2655,1431.25
20250607,Overnight,0.2,spsA,Single,5.25,0.276,1398.5
20250607,Overnight,0.2,spsA,Single,5.50,0.2893,1394.5
20250607,Overnight,0.2,spsA,Single,5.75,0.29835,1427.5
20250607,Overnight,0.2,spsA,Single,6.00,0.310575,1418.5
20250607,Overnight,0.2,spsA,Single,6.25,0.317775,1417.25
20250607,Overnight,0.2,spsA,Single,6.50,0.324625,1381.5
20250607,Overnight,0.2,spsA,Single,6.75,0.33215,1319
20250607,Overnight,0.2,spsA,Single,7.00,0.3384,1318.5
20250607,Overnight,0.2,spsA,Single,7.25,0.345225,1330.5
20250607,Overnight,0.2,spsA,Single,7.50,0.350825,1307
20250607,Overnight,0.2,spsA,Single,7.75,0.356825,1300.5
20250607,Overnight,0.2,spsA,Single,8.00,0.3609,1350
20250607,Overnight,0.2,spsA,Single,8.25,0.363475,1285
20250607,Overnight,0.2,spsA,Single,8.50,0.3695,1325
20250607,Overnight,0.2,spsA,Single,8.75,0.370375,1302.25
20250607,Overnight,0.2,spsA,Single,9.00,0.37665,1261
20250607,Overnight,0.2,spsA,Single,9.25,0.38155,1230.5
20250607,Overnight,0.2,spsA,Single,9.50,0.39075,1202
20250607,Overnight,0.2,spsA,Single,9.75,0.40075,1180.5
20250607,Overnight,0.2,spsA,Single,10.00,0.41005,1198.5
20250607,Overnight,0.2,spsA,Single,10.25,0.420475,1178
20250607,Overnight,0.2,spsA,Single,10.50,0.4307,1167.75
20250607,Overnight,0.2,spsA,Single,10.75,0.4393,1162.5
20250607,Overnight,0.2,spsA,Single,11.00,0.44835,1108.75
20250607,Overnight,0.2,spsA,Single,11.25,0.457775,1147.25
20250607,Overnight,0.2,spsA,Single,11.50,0.466325,1096.5
20250607,Overnight,0.2,spsA,Single,11.75,0.473325,1117
20250607,Overnight,0.2,spsA,Single,12.00,0.48175,1084.25
20250607,Overnight,0.2,spsA,Single,12.25,0.488875,1084.75
20250607,Overnight,0.2,spsA,Single,12.50,0.4976,1061.75
20250607,Overnight,0.2,spsA,Single,12.75,0.505075,1049.25
20250607,Overnight,0.2,spsA,Single,13.00,0.513675,1060.5
20250607,Overnight,0.2,spsA,Single,13.25,0.52255,1016
20250607,Overnight,0.2,spsA,Single,13.50,0.530725,1020
20250607,Overnight,0.2,spsA,Single,13.75,0.5375,1046.75
20250607,Overnight,0.2,spsA,Single,14.00,0.5451,1034.75
20250607,Overnight,0.2,spsA,Single,14.25,0.554825,989.5
20250607,Overnight,0.2,spsA,Single,14.50,0.5631,1004.25
20250607,Overnight,0.2,spsA,Single,14.75,0.570375,984.5
20250607,Overnight,0.2,spsA,Single,15.00,0.578425,958.5
20250607,Overnight,0.2,spsA,Single,15.25,0.5857,909.25
20250607,Overnight,0.2,spsA,Single,15.50,0.594775,902
20250607,Overnight,0.2,spsA,Single,15.75,0.60435,909.25
20250607,Overnight,0.2,spsA,Single,16.00,0.6147,862.5
20250607,Overnight,0.2,spsA,Single,16.25,0.62305,869.5
20250607,Overnight,0.2,spsA,Single,16.50,0.6337,815.5
20250607,Overnight,0.2,spsA,Single,16.75,0.64895,793.25
20250607,Overnight,0.2,spsA,Single,17.00,0.65795,786.75
20250607,Overnight,0.2,spsA,Single,17.25,0.672875,714.75
20250607,Overnight,0.2,spsA,Single,17.50,0.6862,734.5
20250607,Overnight,0.2,spsA,Single,17.75,0.697875,730
20250607,Overnight,0.2,spsA,Single,18.00,0.71405,742.25
20250607,Overnight,0.2,spsA,Single,18.25,0.72695,718.75
20250607,Overnight,0.2,spsA,Single,18.50,0.742525,718.75
20250607,Overnight,0.2,spsA,Single,18.75,0.759675,742.75
20250607,Overnight,0.2,spsA,Single,19.00,0.7722,704.5
20250607,Overnight,0.2,spsA,Single,19.25,0.788075,711.25
20250607,Overnight,0.2,spsA,Single,19.50,0.8016,679
20250607,Overnight,0.2,spsA,Single,19.75,0.81695,676.5
20250607,Overnight,0.2,spsA,Single,20.00,0.8276,682.25
20250607,Overnight,0.2,spsA,Single,20.25,0.843575,691
20250607,Overnight,0.2,spsA,Single,20.50,0.853275,672.25
20250607,Overnight,0.2,spsA,Single,20.75,0.868875,650.75
20250607,Overnight,0.2,spsA,Single,21.00,0.884575,689.5
20250607,Overnight,0.2,spsA,Single,21.25,0.89605,663.25
20250607,Overnight,0.2,spsA,Single,21.50,0.913575,669.5
20250607,Overnight,0.2,spsA,Single,21.75,0.9271,681.5
20250607,Overnight,0.2,spsA,Single,22.00,0.945275,685.75
20250607,Overnight,0.2,spsA,Single,22.25,0.9638,664.5
20250607,Overnight,0.2,spsA,Single,22.50,0.980125,643.25
20250607,Overnight,0.2,spsA,Single,22.75,0.99965,653
20250607,Overnight,0.2,spsA,Single,23.00,1.015025,614.5
20250607,Overnight,0.2,spsA,Single,23.25,1.026025,650.75
20250607,Overnight,0.2,spsA,Single,23.50,1.040825,629
20250607,Overnight,0.2,spsA,Single,23.75,1.061875,592
20250607,Overnight,0.2,spsA,Single,24.00,1.0769,592
20250607,Overnight,0.2,tagG,Single,0.00,0,0
20250607,Overnight,0.2,tagG,Single,0.25,0,44
20250607,Overnight,0.2,tagG,Single,0.50,0.000325,104
20250607,Overnight,0.2,tagG,Single,0.75,0.008475,123.25
20250607,Overnight,0.2,tagG,Single,1.00,0.022075,179.25
20250607,Overnight,0.2,tagG,Single,1.25,0.036225,225.75
20250607,Overnight,0.2,tagG,Single,1.50,0.049525,266.25
20250607,Overnight,0.2,tagG,Single,1.75,0.066675,347
20250607,Overnight,0.2,tagG,Single,2.00,0.085025,450.5
20250607,Overnight,0.2,tagG,Single,2.25,0.1029,543.5
20250607,Overnight,0.2,tagG,Single,2.50,0.121425,675.75
20250607,Overnight,0.2,tagG,Single,2.75,0.138325,819
20250607,Overnight,0.2,tagG,Single,3.00,0.155975,915
20250607,Overnight,0.2,tagG,Single,3.25,0.17285,1073
20250607,Overnight,0.2,tagG,Single,3.50,0.1862,1189.75
20250607,Overnight,0.2,tagG,Single,3.75,0.20375,1376.75
20250607,Overnight,0.2,tagG,Single,4.00,0.213125,1516
20250607,Overnight,0.2,tagG,Single,4.25,0.226,1699.5
20250607,Overnight,0.2,tagG,Single,4.50,0.23035,1856
20250607,Overnight,0.2,tagG,Single,4.75,0.234075,1869.75
20250607,Overnight,0.2,tagG,Single,5.00,0.24035,1870.5
20250607,Overnight,0.2,tagG,Single,5.25,0.246,1825.5
20250607,Overnight,0.2,tagG,Single,5.50,0.2576,1862.25
20250607,Overnight,0.2,tagG,Single,5.75,0.2667,1870
20250607,Overnight,0.2,tagG,Single,6.00,0.274825,1832.75
20250607,Overnight,0.2,tagG,Single,6.25,0.2837,1807.75
20250607,Overnight,0.2,tagG,Single,6.50,0.29035,1707.25
20250607,Overnight,0.2,tagG,Single,6.75,0.299525,1665.75
20250607,Overnight,0.2,tagG,Single,7.00,0.30185,1656
20250607,Overnight,0.2,tagG,Single,7.25,0.30845,1699.25
20250607,Overnight,0.2,tagG,Single,7.50,0.31655,1727.75
20250607,Overnight,0.2,tagG,Single,7.75,0.325175,1694.25
20250607,Overnight,0.2,tagG,Single,8.00,0.331525,1655.5
20250607,Overnight,0.2,tagG,Single,8.25,0.33645,1694.5
20250607,Overnight,0.2,tagG,Single,8.50,0.3426,1675.75
20250607,Overnight,0.2,tagG,Single,8.75,0.3471,1732
20250607,Overnight,0.2,tagG,Single,9.00,0.352625,1691.5
20250607,Overnight,0.2,tagG,Single,9.25,0.3579,1704.25
20250607,Overnight,0.2,tagG,Single,9.50,0.361875,1711.5
20250607,Overnight,0.2,tagG,Single,9.75,0.366225,1614
20250607,Overnight,0.2,tagG,Single,10.00,0.371825,1677.5
20250607,Overnight,0.2,tagG,Single,10.25,0.375975,1674.5
20250607,Overnight,0.2,tagG,Single,10.50,0.379275,1681.5
20250607,Overnight,0.2,tagG,Single,10.75,0.381275,1691
20250607,Overnight,0.2,tagG,Single,11.00,0.38395,1671
20250607,Overnight,0.2,tagG,Single,11.25,0.3871,1667
20250607,Overnight,0.2,tagG,Single,11.50,0.3897,1691.5
20250607,Overnight,0.2,tagG,Single,11.75,0.394325,1615
20250607,Overnight,0.2,tagG,Single,12.00,0.39715,1669
20250607,Overnight,0.2,tagG,Single,12.25,0.40075,1653.5
20250607,Overnight,0.2,tagG,Single,12.50,0.40555,1663.25
20250607,Overnight,0.2,tagG,Single,12.75,0.410125,1664
20250607,Overnight,0.2,tagG,Single,13.00,0.41555,1696
20250607,Overnight,0.2,tagG,Single,13.25,0.42525,1674.25
20250607,Overnight,0.2,tagG,Single,13.50,0.438425,1627.75
20250607,Overnight,0.2,tagG,Single,13.75,0.4531,1688.5
20250607,Overnight,0.2,tagG,Single,14.00,0.469,1734.25
20250607,Overnight,0.2,tagG,Single,14.25,0.48385,1716.75
20250607,Overnight,0.2,tagG,Single,14.50,0.500125,1721.5
20250607,Overnight,0.2,tagG,Single,14.75,0.512925,1754
20250607,Overnight,0.2,tagG,Single,15.00,0.5248,1742
