HPI,Treatment,Name,Target,Baseline,n_replicates,Samples,mean_log_MNE_fc,MNE_fc_global,se_log_MNE_fc,se_MNE_fc_global
48,wfgD,48hpi-wfgD,PDF1.2,Time0,3,"43,54,127",2.5636568868030185,12.98320873488546,0.6986741571991542,13.127121853518913
48,wfgD,48hpi-wfgD,PR1,Mock,3,"43,54,127",-2.1962187442813277,0.11122292656384464,0.4313694114402265,0.059989654090975335
48,wfgD,48hpi-wfgD,PR1,Time0,3,"43,54,127",-2.881909554155267,0.05602767274421306,0.352790814769364,0.023701578840313924
48,wfgD,48hpi-wfgD,WRKY29,Mock,3,"43,54,127",0.45048117156257206,1.5690669942967652,0.8530808878738384,2.1133232323155
48,wfgD,48hpi-wfgD,WRKY29,Time0,3,"43,54,127",-0.41573028040033216,0.6598582231804391,0.929503053654029,1.0117276044899621
72,Mock,72hpi-Mock,FRK1,Mock,3,"12,88,129",0,1,0,0
72,Mock,72hpi-Mock,FRK1,Time0,3,"12,88,129",0.56859441762231,1.7657833523579287,0.49579179703593224,1.1332756855627948
72,Mock,72hpi-Mock,NHL10,Mock,3,"12,129,88",0,1,0,0
72,Mock,72hpi-Mock,NHL10,Time0,3,"12,129,88",-0.23582776339877903,0.7899167147870618,0.5675171027245354,0.6034032167744245
72,Mock,72hpi-Mock,PAD3,Mock,3,"12,129,88",0,1,0,0
72,Mock,72hpi-Mock,PAD3,Time0,3,"12,129,88",1.797956619448121,6.037298353701647,0.6317372745646349,5.318107236601022
72,Mock,72hpi-Mock,PDF1.2,Mock,3,"12,88,129",0,1,0,0
72,Mock,72hpi-Mock,PDF1.2,Time0,3,"12,88,129",4.373112024086147,79.29000053931787,0.9773369000514717,131.4128657012764
72,Mock,72hpi-Mock,PR1,Mock,3,"12,88,129",0,1,0,0
72,Mock,72hpi-Mock,PR1,Time0,3,12,-0.8979471341304004,0.40740515,NA,NA
72,Mock,72hpi-Mock,WRKY29,Mock,3,"12,88,129",0,1,0,0
72,Mock,72hpi-Mock,WRKY29,Time0,3,"12,88,129",0.39755147125533563,1.488176390302512,0.332659233911724,0.5873414936442799
72,OBC,72hpi-OBC,FRK1,Mock,3,"44,79,96",0.6714024166612986,1.9569798982833226,0.8654006239665953,2.6927216790761337
72,OBC,72hpi-OBC,FRK1,Time0,3,"44,79,96",1.9011499181023683,6.69358709544186,0.7265841910435547,7.148781947250363
72,OBC,72hpi-OBC,NHL10,Mock,3,"44,96,79",-0.7196585196296513,0.48691850068364434,1.4721965091731857,1.6354612638190464
72,OBC,72hpi-OBC,NHL10,Time0,3,"44,96,79",-0.5309623357174166,0.5880388065557753,1.0701965673908322,1.1266544949315984
72,OBC,72hpi-OBC,PAD3,Mock,3,"44,96,79",-1.0553324389266716,0.34807669382761125,0.3846200738392556,0.1632674904392053
72,OBC,72hpi-OBC,PAD3,Time0,3,"44,96,79",1.2399123915285695,3.4553107370101244,0.5293375037540083,2.411140520796545
72,OBC,72hpi-OBC,PDF1.2,Mock,3,"44,79,96",-1.43929133635331,0.23709572027870104,1.2204128703166708,0.5663236346801603
72,OBC,72hpi-OBC,PDF1.2,Time0,3,"44,79,96",1.5243883550354536,4.592333832249511,0.64252728987949,4.138978167632221
72,OBC,72hpi-OBC,PR1,Mock,3,"44,79,96",-0.08799924539600737,0.9157615677604002,1.003528203493171,1.5823347229870748
72,OBC,72hpi-OBC,PR1,Time0,3,44,6.320767775545412,555.9997116000001,NA,NA
72,OBC,72hpi-OBC,WRKY29,Mock,3,"44,79,96",-0.1869596616116257,0.8294771954838154,0.8576902233845527,1.1261883378690931
72,OBC,72hpi-OBC,WRKY29,Time0,3,"44,79,96",0.028935839841964163,1.0293585485492445,0.5611008090443472,0.7746959822264755
72,WT,72hpi-WT,FRK1,Mock,3,"28,50,102",-0.30695593068367877,0.7356830212406523,0.43220913423035084,0.3977523853606898
72,WT,72hpi-WT,FRK1,Time0,3,"28,50,102",0.9623763839986157,2.6179102473640814,0.8364572828028554,3.4246854255403947
72,WT,72hpi-WT,NHL10,Mock,3,"28,102,50",0.24004701690181912,1.2713089219230198,0.6400080054414055,1.1397234414948325
72,WT,72hpi-WT,NHL10,Time0,3,"28,102,50",0.20217545601720707,1.2240627584475965,0.6052441847586877,1.0180522952587607
72,WT,72hpi-WT,PAD3,Mock,3,"28,102,50",-0.9027065967964162,0.40547072745619295,0.4860650444994264,0.25378645936504735
72,WT,72hpi-WT,PAD3,Time0,3,"28,102,50",1.5594736907543658,4.756317292502729,1.1622074455765485,10.449546607178476
72,WT,72hpi-WT,PDF1.2,Mock,3,"28,50,102",1.0371355801161934,2.8211245445289403,1.0598969183713898,5.320848166844923
72,WT,72hpi-WT,PDF1.2,Time0,3,"28,50,102",5.407810555569352,223.14249436308103,0.6322667051944975,196.78298303345449
72,WT,72hpi-WT,PR1,Mock,3,"28,50,102",0.5663879891595127,1.7618915727556663,0.4620182959371704,1.0347137169401273
72,WT,72hpi-WT,PR1,Time0,3,"28,50,102",1.8094964831110425,6.107371493208005,1.913075119624763,35.26327480483932
72,WT,72hpi-WT,WRKY29,Mock,3,"28,50,102",-0.03863259546699038,0.9621041256359669,0.7374444814469869,1.0492574347689017
72,WT,72hpi-WT,WRKY29,Time0,3,"28,50,102",0.35500591464024533,1.4261890896519211,1.0997112243649962,2.857082634080424
72,rmlC,72hpi-rmlC,FRK1,Mock,3,"13,62,98",-0.8440636197846552,0.4299597756007611,0.6636559134042649,0.40496996022771864
72,rmlC,72hpi-rmlC,FRK1,Time0,3,"13,62,98",0.24634306440937137,1.2793383937360723,0.4243555439757474,0.6762646504760012
72,rmlC,72hpi-rmlC,NHL10,Mock,3,"13,98,62",-0.06382258481903583,0.9381714306207309,0.9418132435296768,1.467888819160146
72,rmlC,72hpi-rmlC,NHL10,Time0,3,"13,98,62",0.5499849860718399,1.7332269951264538,0.40253964834194944,0.8590188830892528
72,rmlC,72hpi-rmlC,PAD3,Mock,3,"13,98,62",-0.6204275270486849,0.5377145009524825,0.7431920195462574,0.5929036195885978
72,rmlC,72hpi-rmlC,PAD3,Time0,3,"13,98,62",0.6335416663645823,1.884272239223892,0.44493726484281887,1.0559316564251173
72,rmlC,72hpi-rmlC,PDF1.2,Mock,3,"13,62,98",0.6859881190041559,1.9857330069635712,1.6783212990611076,8.650957767131475
72,rmlC,72hpi-rmlC,PDF1.2,Time0,3,"13,62,98",3.6894246294335713,40.02181295818836,0.19783138927894797,8.755046975491215
72,rmlC,72hpi-rmlC,PR1,Mock,3,"13,62,98",-0.5108117697420224,0.6000083124719614,0.4230175946862665,0.3159410700816922
72,rmlC,72hpi-rmlC,PR1,Time0,3,"13,62,98",-1.0884121807555853,0.3367507687796019,1.1268026103858217,0.7023860947300196
72,rmlC,72hpi-rmlC,WRKY29,Mock,3,"13,62,98",-0.49137163073251955,0.6117866730199303,0.17119472793714105,0.11423391762084235
72,rmlC,72hpi-rmlC,WRKY29,Time0,3,"13,62,98",-0.20600782682629362,0.8138267065777279,0.7880774645798331,0.9759120045370537
72,tagG,72hpi-tagG,FRK1,Mock,3,"14,74,114",0.08524913716499877,1.0889883403726557,0.28343149032932413,0.35683743255811523
72,tagG,72hpi-tagG,FRK1,Time0,3,"14,74,114",1.3464694288815124,3.843830628532674,0.4492822380780025,2.1801704344740402
72,tagG,72hpi-tagG,NHL10,Mock,3,"14,114,74",-0.22174233708978192,0.8011217571070114,0.7282413345896452,0.8583494430547065
72,tagG,72hpi-tagG,NHL10,Time0,3,"14,114,74",-0.31908915217775036,0.726810749656722,1.1553919669955834,1.581008001385388
72,tagG,72hpi-tagG,PAD3,Mock,3,"14,114,74",-1.1714121122618946,0.3099289776017444,0.39723309996376555,0.15115319084009216
72,tagG,72hpi-tagG,PAD3,Time0,3,"14,114,74",-0.9621225507825317,0.38208103827913703,1.1123079751501,0.779968656803264
72,tagG,72hpi-tagG,PDF1.2,Mock,3,"14,74,114",-1.3770497907997248,0.2523218583354893,1.218271960840733,0.6008640319230019
72,tagG,72hpi-tagG,PDF1.2,Time0,3,"14,74,114",1.4503192605528497,4.264475776752792,2.102107868630069,30.633440754550737
72,tagG,72hpi-tagG,PR1,Mock,3,"14,74,114",-0.3455665495537928,0.7078192251828107,0.6166963281874598,0.6036260317318222
72,tagG,72hpi-tagG,PR1,Time0,3,"14,74,114",1.2988857452748843,3.6652104134562813,1.6719809265330647,15.84360960227232
72,tagG,72hpi-tagG,WRKY29,Mock,3,"14,74,114",0.3826913579410697,1.46622542139204,0.35278795736602975,0.6202564141555708
72,tagG,72hpi-tagG,WRKY29,Time0,3,"14,74,114",0.4384461414825574,1.5502964046916226,0.5267091879031178,1.0748989901032124
72,wfgD,72hpi-wfgD,FRK1,Mock,3,"29,65,130",-0.28308151177444835,0.7534583696279153,0.9339686632275498,1.163782588240302
72,wfgD,72hpi-wfgD,FRK1,Time0,3,"29,65,130",-0.2769494274880154,0.758092834800057,1.1286711174925936,1.5855856333259128
72,wfgD,72hpi-wfgD,NHL10,Mock,3,"29,130,65",0.726761391852384,2.0683711053001064,1.4073661599281768,6.381300284066693
72,wfgD,72hpi-wfgD,NHL10,Time0,3,"29,130,65",0.47391199059795514,1.606265614330246,1.5452588672446526,5.925811566828482
72,wfgD,72hpi-wfgD,PAD3,Mock,3,"29,130,65",0.26509219703116293,1.3035511537846038,0.7864284942833942,1.558448875351409
72,wfgD,72hpi-wfgD,PAD3,Time0,3,"29,130,65",1.0548332213553002,2.8714962097175083,0.7041462365545698,2.9350123734931044
72,wfgD,72hpi-wfgD,PDF1.2,Mock,3,"29,65,130",1.0652934582993696,2.9016903842537576,1.2058706753965962,6.7889851078064885
72,wfgD,72hpi-wfgD,PDF1.2,Time0,3,"29,65,130",6.037230179036511,418.73161556054623,0.8958885717909242,606.9562458790623
72,wfgD,72hpi-wfgD,PR1,Mock,3,"29,65,130",-0.8771582539615721,0.41596329575919705,0.5569747893945437,0.31005253091587676
72,wfgD,72hpi-wfgD,PR1,Time0,3,"29,65,130",-2.446819267555269,0.08656850029155386,0.39917702485546813,0.0424702870562771
72,wfgD,72hpi-wfgD,WRKY29,Mock,3,"29,65,130",0.4658768428406249,1.593410747322454,0.8620432328275451,2.1797765289954736
72,wfgD,72hpi-wfgD,WRKY29,Time0,3,"29,65,130",0.37150058482257436,1.4499086940405042,0.4307680241472494,0.7806868478678847
